step,time_s,through_southbound_active,through_southbound_x_m,through_southbound_y_m,through_southbound_speed_mps,through_southbound_heading_rad,through_southbound_kappa_radpm,through_southbound_a_mps2,through_southbound_distance_to_destination_m,left_turn_northbound_active,left_turn_northbound_x_m,left_turn_northbound_y_m,left_turn_northbound_speed_mps,left_turn_northbound_heading_rad,left_turn_northbound_kappa_radpm,left_turn_northbound_a_mps2,left_turn_northbound_distance_to_destination_m,distance_through_southbound_to_left_turn_northbound_m
96,9.600000000000001,True,5.4976337362583125,-25.632056071772713,1.825553048779758,-1.570432400449687,-6.842806764701095e-05,-1.8892951881650604,2.367945110519366,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,46.17941596407329
97,9.700000000000001,True,5.497700172941749,-25.81461136456166,1.6366235299632519,-1.5704448923564385,-6.022243873503827e-05,-1.6574473590287648,2.1853898455670437,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,46.33879949049401
98,9.8,True,5.497757689527687,-25.97827370745133,1.4708787940603754,-1.570454748502465,-5.221016679979814e-05,-1.4507444965297502,2.0217275360292364,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,46.48183207078288
99,9.9,True,5.497807931553395,-26.125361578276575,1.3258043444074004,-1.5704624279851829,-4.4865470195437305e-05,-1.269266220268087,1.8746397033472242,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,46.610494520477474
100,10.0,True,5.497852200001824,-26.257942005326722,1.1988777223805918,-1.5704683762687128,-3.83772786433089e-05,-1.11149948491341,1.7420593186943762,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,46.726559531917765
101,10.100000000000001,True,5.497891517259108,-26.377829771117725,1.0877277738892508,-1.570472977235154,-3.2771040043219285e-05,-0.9751337719444009,1.622171599175452,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,46.83158814702418
102,10.200000000000001,True,5.4979266888881755,-26.486602542820282,0.9902143966948107,-1.5704765418321973,-2.7989397021002712e-05,-0.8575890750531999,1.5133988773674314,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,46.926940764367494
103,10.3,True,5.497958354455027,-26.58562397742668,0.9044554891894907,-1.5704793133825858,-2.394013391355251e-05,-0.7563339430892067,1.4143774961257198,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,47.013795641108125
104,10.4,True,5.497987026906638,-26.67606952180085,0.82882209488057,-1.5704814786611387,-2.0522369800603755e-05,-0.6690530756006613,1.323932008513013,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,47.093170172281305
105,10.5,True,5.498013122215186,-26.75895172718088,0.7619167873205039,-1.5704831796004917,-1.7639617973056142e-05,-0.5937164090359824,1.2410498632813494,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,47.16594207171489
106,10.600000000000001,True,5.498036981425228,-26.835143402177206,0.7025451464169057,-1.5704845235925973,-1.5205426124288496e-05,-0.5285895162948034,1.164858251862955,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,47.232868909110955
107,10.700000000000001,True,5.498058887007514,-26.90539791340378,0.6496861947874253,-1.5704855918424296,-1.3145073251504336e-05,-0.4722130088235843,1.0946038077315667,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,47.29460533578942
108,10.8,True,5.498079075028075,-26.970366529745963,0.6024648939050669,-1.5704864458596917,-1.1395318720705784e-05,-0.4233686728028702,1.0296352621293225,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,47.351717859897356
109,10.9,True,5.498097744266252,-27.030613016243848,0.5601280266247798,-1.5704871323876402,0.0,0.0,0.9693888501797032,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,47.404697315389626
110,11.0,False,5.498097744266252,-27.030613016243848,0.0,-1.5704871323876402,0.0,0.0,0.9693888501797032,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,47.404697315389626
111,11.100000000000001,False,5.498097744266252,-27.030613016243848,0.0,-1.5704871323876402,0.0,0.0,0.9693888501797032,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,47.404697315389626
112,11.200000000000001,False,5.498097744266252,-27.030613016243848,0.0,-1.5704871323876402,0.0,0.0,0.9693888501797032,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,47.404697315389626
113,11.3,False,5.498097744266252,-27.030613016243848,0.0,-1.5704871323876402,0.0,0.0,0.9693888501797032,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,47.404697315389626
114,11.4,False,5.498097744266252,-27.030613016243848,0.0,-1.5704871323876402,0.0,0.0,0.9693888501797032,False,-17.07270540623909,14.655885669839714,0.0,3.055791853477081,0.0,0.0,0.9890854037138912,47.404697315389626
